key,zh_CN
FINALLUMINE38_ZERO,敌人队友……没那么黑白分明。
FINALLUMINE39_ZERO,思考型机器人和人类一样已经不可逆地变了。
FINALLUMINE40_ZERO,存在的本质变了。新世界不需要你！
FINALLUMINE41_ZERO,你爱怎么说怎么说但我绝不会让你得逞！
SECRET2-1_ZERO,欢迎Zero，很高兴第一次见面。
SECRET2-2_ZERO,嗯？谢了。你不像其他那些不规则体。
SECRET2-3_ZERO,我能感觉到……你身上有种平和的气场。你是谁？
SECRET2-4_ZERO,这么快就注意到了挺敏锐的。
SECRET2-5_ZERO,我是赛琳娜。
SECRET2-6_ZERO,你说我和其他人不一样？
SECRET2-7_ZERO,那是因为我的实力太强了。
SECRET2-8_ZERO,太强？（信你个鬼）
SECRET2-9_ZERO,没错。我的力量不在于暴力。丢了地下之王称号后一直在闭关。
SECRET2-10_ZERO,你提到了我的气场，我觉得你好像……有点熟悉。
SECRET2-11_ZERO,嗯？
SECRET2-12_ZERO,也许……你就是注定带来毁灭的那个人？
SECRET2-13_ZERO,什么？你知道关于我的什么？快说！
SECRET2-14_ZERO,不如跟我打一场来找答案？
SECRET2-15_ZERO,二十年磨一剑。我选你来当磨刀石。
SECRET2-16_ZERO,赛琳娜对吧？
SECRET2-17_ZERO,好我接受挑战。来！
SECRET2-18_ZERO,那就来吧Zero！让我看看你的实力！
SECRET2-19_ZERO,我以为自己够强了。膨胀了。
SECRET2-20_ZERO,"仔细观察了你的战斗方式后你跟""他""不像。"
SECRET2-21_ZERO,你们有相似之处但你知道自己在为什么而战。
SECRET2-22_ZERO,你是说有一个跟我相反的存在？
SECRET2-23_ZERO,"确实。但我担心他会被""另一个战士""击败。"
SECRET2-24_ZERO,你打得很帅Zero。你确实是我遇过的最强对手。
SECRET2-25_ZERO,没什么好东西当奖赏……就收下感谢吧。
SECRET2-26_ZERO,嘿不用介意。你不是不规则体这件事本身就让我很欣慰了。
SECRET2-27_ZERO,也许后会有期……再见了Zero。
SECRET2-28_ZERO,记住想想你真正在为什么而战。
SECRET2-29_ZERO,……
SECRET3-1_ZERO,你……你！
SECRET3-2_ZERO,哦是你啊你之前跟Axl一起跟我们作对吧？
SECRET3-3_ZERO,别动！这区域只有S级猎人能进把数据交出来！
SECRET3-4_ZERO,你还不明白？有了这个我们能比猎人更高效地狩猎不规则体。
SECRET3-5_ZERO,你们战斗了这么久。我们可以帮忙当然收费的。
SECRET3-6_ZERO,你以为打不规则体是游戏？赏金猎人居然这么想？
SECRET3-7_ZERO,哼你果然是S级猎人。
SECRET3-8_ZERO,不如来一场？我想看看你是否还像以前一样无情。
SECRET3-9_ZERO,开始吧？
SECRET3-10_ZERO,嘁不错嘛……老前辈……
SECRET3-11_ZERO,再敢挡路我会毫不犹豫地把你切碎。
SECRET3-12_ZERO,Axl知道他的导师没吸取教训的话会很失望的。
SECRET3-13_ZERO,哈哈哈……也许你说得对。
SECRET3-14_ZERO,下次见面可不会这么轻松。再见了Zero……请继续照顾好我的孩子。
SECRET3-15_ZERO,……
FINAL-6,收到！
VILE4-6_AXL,留到最后再慢慢玩~
SUNFLOWER_ZERO_WEAPON,天翔波\n（天光之波 帅爆了）
ANTONION_ZERO_WEAPON,重波斩\n（重力斩击波）
MANTIS_ZERO_WEAPON,罗刹旋\n（旋风罗刹 转转转）
MANOWAR_ZERO_WEAPON,雷光闪\n（雷电一闪）
PANDA_ZERO_WEAPON,叶断突\n（叶刃突刺）
TRILOBYTE_ZERO_WEAPON,裂镜弹\n（烈镜切断 弹弹弹）
YETI_ZERO_WEAPON,冰龙升\n（冰龙升天 帅）
ROOSTER_ZERO_WEAPON,炎皇刃\n（烈火落刃 爆炸）
ZERONORMAL_NAME,普通躯体
ZERONORMAL_DISC,啥也没有。朴实无华的打工人。
ZEROBLACK_NAME,???
ZEROBLACK_DISC,全面buff。帅到没朋友。
NEXT_CHARACTER_NAME,下一个角色
NEXT_CHARACTER_DISC,切换到下一个角色
PREV_CHARACTER_NAME,上一个角色
PREV_CHARACTER_DISC,切换到上一个角色
ZEROBODY_NAME,Mamilos
ZEROBODY_DESC,15% de redução de dano
X_LEFT_TITLE_1,Chifres:
X_LEFT_DESC_1,Sistema de roubar DNA para o XiiX Buster.
X_LEFT_TITLE_2,Braços
X_LEFT_DESC_2,"Berro - MK2112114, dispara energia solar recarregável."
X_LEFT_TITLE_3,Peitcholas
X_LEFT_DESC_3,"Liga de Titânio X, altamente resistente a danos."
X_LEFT_TITLE_4,Saltos:
X_LEFT_DESC_4,Sistema de Dash Aéreo para movimentação aérea.
X_RIGHT_DESC,"Mega Man da Saga Classica do Futuro. É a versão melhorada de Rock, confia no pai.\n\nHesita em lutar e por isso não para de sofrer e é muito reclamão, Estado Emo ativado o jogo inteiro.\n\n\nUma boa escolha para noobs kkkk."
ZERO_LEFT_TITLE_1,Chifres:
ZERO_LEFT_DESC_1,Aprende novas técnicas lutando.
ZERO_LEFT_TITLE_2,Hu Ha Hu!:
ZERO_LEFT_DESC_2,Slash Dash Cancel nas veias porque ninguem aceita que é um glitch e não parte da gameplay
ZERO_LEFT_TITLE_3,Mamilos Verdes:
ZERO_LEFT_DESC_3,Melhora a mobilidade e aumenta a energia para movimentos poderosos.
ZERO_LEFT_TITLE_4,Saltos Duplo:
ZERO_LEFT_DESC_4,Acrobacias de profissional.
ZERO_RIGHT_DESC,"Matou todo mundo da saga Classica, confia.\n\nLoirão de cachos bananudos famoso por atrair mulheres bonitas e depois matá-las... mas que relacionamento de um homem macho.\n\nUma boa escolha pra quem joga de Marth no Smash Bros."
AXL_LEFT_TITLE_1,Chip de Mímico:
AXL_LEFT_DESC_1,Permite que Axl copie habilidades de seus inimigos.
AXL_LEFT_TITLE_2,Edson:
AXL_LEFT_DESC_2,Pega a metralhadora Ratatatatatatatatatata.
AXL_LEFT_TITLE_3,Peicholas:
AXL_LEFT_DESC_3,Aumenta a mobilidade e permite a habilidade de rolada (Ui).
AXL_LEFT_TITLE_4,Foot Parts Glide Armor:
AXL_LEFT_DESC_4,Permite pairar no ar por um período de tempo. (Segure o botão de Tiro + Pulo ao mesmo tempo e poderá pairar enquanto está atirando)
AXL_RIGHT_DESC,"Também conhecido como X Menos.\n\nÉ um moleque Protótipo experimental dos Guns N' Roses, que só sabe meter bala em geral.\n\nUma boa escolha para os Dark Souls da vida."
GAME_START_X,以X出战
GAME_START_AXL,以AXL出战
GAME_START_ZERO,以ZERO出战
SUBTANK_NAME,能量罐
SUBTANK_DISC,紧急回血用（保命神器）
HEARTS_NAME,生命提升
HEARTS_DISC,增加你的血条
BLACKZEROHEAD_NAME,黑色头部
BLACKZEROHEAD_DISC,攻击回血（吸血鬼Zero）
BLACKZEROBODY_NAME,黑色身体
BLACKZEROBODY_DISC,免疫击退减伤15%（铁布衫）
BLACKZEROARM_NAME,黑色手臂
BLACKZEROARM_DISC,伤害+20%技能强化（暴力输出）
BLACKZEROLEG_NAME,黑色脚部
BLACKZEROLEG_DISC,速度拉满空中额外跳（风一样的男人）
AXLWHITEHEAD_NAME,白色头部
AXLWHITEHEAD_DISC,子弹回血（打人养生）
AXLWHITEBODY_NAME,白色身体
AXLWHITEBODY_DISC,免疫击退减伤30%（肉到不行）
AXLWHITEARM_NAME,白色手臂
AXLWHITEARM_DISC,弹药消耗-50%（省钱达人）
AXLWHITELEG_NAME,白色脚部
AXLWHITELEG_DISC,无限悬停加速垂直冲刺（飞天遁地）
ULTIMATE_SET_NAME,新星打击
ULTIMATE_SET_DISC,穿透一切向前冲！帅就完事了。
ICARUS_SET_NAME,超级粉碎
ICARUS_SET_DISC,全屏清怪。爽。
HERMES_SET_NAME,X Drive
HERMES_SET_DISC,短时间无敌。开大了！
CANCEL_ACT,取消
BETAZERO_NAME,Zero（测试版）
BETAZERO_DISC,以测试版Zero游玩（可能炸服慎用）
CUSTOMZERO_NAME,自定义Zero
CUSTOMZERO_DISC,在存档里自定义颜色，比黑色Zero更强（换皮还加强？）
ZEROHEAD_NAME,头部部件
ZEROHEAD_DESC,能学新招式（上进的头）
ZEROARMS_NAME,手臂部件
ZEROARMS_DISC,Z光剑和其他武器库
ZEROLEGS_NAME,腿部部件
ZEROLEGS_DISC,二段跳+空中冲刺（飞起来）
AXLHEAD_NAME,头部部件
AXLHEAD_DISC,可以变身成其他思考型机器人。cos专用。
AXLBODY_NAME,身体部件
AXLBODY_DISC,战术翻滚（帅气闪避）
AXLARMS_NAME,手臂部件
AXLARMS_DISC,能量子弹手枪（突突突）
AXLLEGS_NAME,腿部部件
AXLLEGS_DISC,悬停+空中冲刺（空战达人）
JOKE_MODE_OPTION,玩梗模式（你在看的就是这个）
"SAVE_GAME","快存档！"
"SAVE_OPTION","存！"
"CONTINUE_OPTION","不存了"
"SAVE_RETURN_MENU","跑路"
"SAVE_RETURN_CONFIRM","真的假的？"
"SAVE_EMPTY","空空如也"
"SAVE_DIFFICULTY","难度lol"
"SAVE_OVERWRITE_CONFIRM","覆盖？"
