"key","zh_CN"
"VILE1-2_ZERO","你打算用电梯和露米涅干什么？"
"VILE1-3_ZERO","露米涅？哈哈哈……别担心。我们正在好好照顾他。"
"VILE1-4_ZERO","轨道电梯对我们太重要了，我们不会伤害操控它的人。"
"VILE1-5_ZERO","那个玩具对你们这些非正规来说太复杂了吧，瓦伊尔。"
"VILE1-6_ZERO","哈哈哈……真想念你啊，杰洛。"
"VILE1-7_ZERO","我们好好享受这次重逢如何？"
"VILE2-1_ZERO","瓦伊尔！"
"VILE2-2_ZERO","该交出露米涅了。这次，我不接受拒绝。"
"VILE2-3_ZERO","露米涅？你以为你有资格提要求吗？"
"VILE2-4_ZERO","看看你的周围，蠢货！你的世界已经开始崩塌了！"
"VILE2-5_ZERO","你所认识的世界？非正规？都跟它们说再见吧！"
"VILE2-6_ZERO","混乱、厄运和毁灭！这就是我们被制造出来的目的！"
"VILE3-1_ZERO","你就不厌倦""正义""那套吗？"
"VILE3-2_ZERO","你就不厌倦当西格玛的走狗吗？"
"VILE3-3_ZERO","轨道电梯……能源……太空矿物……火箭数据……"
"VILE3-4_ZERO","通往太空的道路……"
"VILE3-5_ZERO","让这个世界存活至今的东西是我们的了！"
"VILE3-6_ZERO","一切都要结束了，你怎么还能把这个世界当回事？"
"VILE3-7_ZERO","哼！收拾完你之后再去找你的老板！"
"VILE4-1_ZERO","所以，你还是不肯放弃挣扎？"
"VILE4-2_ZERO","你是不是盲目到以为还有希望？"
"VILE4-3_ZERO","挣扎？"
"VILE4-4_ZERO","我只是厌倦了每转个弯就遇到你和西格玛。"
"VILE4-5_ZERO","哈哈哈……现在就毁灭你太可惜了。"
"VILE4-6_ZERO","也许我会等到最后一刻再好好玩玩。"
"COPYSIGMA1_ZERO","西格玛！？"
"COPYSIGMA2_ZERO","不能说我期待再见到你。"
"COPYSIGMA3_ZERO","杰洛。真可惜……你有能力和潜力变得像我一样。"
"COPYSIGMA4_ZERO","你……你曾经试图利用我的DNA。"
"COPYSIGMA5_ZERO","我来教你惹我的下场！"
"COPYSIGMA6_ZERO","恐怕不行。月球在我的控制之下，计划已经进入最终阶段。"
"COPYSIGMA7_ZERO","世界崩解的时刻已经到来！"
"SIGMA1_ZERO","杰洛……谁能想到我们会在世界末日相遇。"
"SIGMA2_ZERO","你的病毒侵入我系统的那一刻，种子就已经种下了。"
"SIGMA3_ZERO","那时一切就开始了……世界的毁灭！"
"SIGMA4_ZERO","你的废话我听够了，西格玛。"
"SIGMA5_ZERO","别生气，杰洛。实际上我很感激你。"
"SIGMA6_ZERO","正因为你，我的孩子们才能在太空中创造这个壮丽的新世界。"
"SIGMA7_ZERO","孩子们？"
"SIGMA8_ZERO","没错。雅各布计划诞生的新世代思考型机器人都携带着含有我个人数据的复制芯片。"
"SIGMA9_ZERO","现在，毁灭你深爱的世界的计划终于要实现了！"
"SIGMA10_ZERO","我不会为你和你的同类流一滴眼泪！"
"SIGMA11_ZERO","世界的终结，以及你的终结已经到来！永别了！"
"SIGMA12_ZERO","西格玛……只要我还能运作，你就别想有好结局！！！"
"FINALLUMINE1_ZERO","你是露米涅！雅各布计划的负责人。你没事吧？"
"FINALLUMINE2_ZERO","我没事吗……？当然。"
"FINALLUMINE3_ZERO","既然你已经打败了西格玛，我想你应该满意了。"
"FINALLUMINE4_ZERO","多亏了你，计划进展顺利。"
"FINALLUMINE5_ZERO","计划？什么意思？你不是被西格玛的邪恶计划利用了吗？"
"FINALLUMINE6_ZERO","利用？我不这么认为。"
"FINALLUMINE7_ZERO","他只不过是帮助了我的计划。"
"FINALLUMINE8_ZERO","新世代思考型机器人已经觉醒，新世界即将到来！"
"FINALLUMINE9_ZERO","露米涅？你在说什么？你也变成非正规了吗？"
"FINALLUMINE10_ZERO","非正规？你不会真这么想吧？"
"FINALLUMINE11_ZERO","这就是你无法了结我的原因对吧？你没有那个决心……不该由你来做，我说的对吗？"
"FINALLUMINE12_ZERO","什么？"
"FINALLUMINE13_ZERO","像你这样的旧型号必须担心自己的行动是否真的出于自己的意志。"
"FINALLUMINE14_ZERO","谁知道此刻有什么在影响你呢？也许是某个幽灵？"
"FINALLUMINE15_ZERO","但是，我们新世代思考型机器人是用数百个旧型号思考型机器人的数据建造的。"
"FINALLUMINE16_ZERO","这赋予了我们对所有病毒的完全免疫力。我们可以随心所欲地行动，因为这保证了我们的自由意志！"
"FINALLUMINE17_ZERO","也就是说，西格玛的数据当然也包含在内。你明白我在说什么吗？"
"FINALLUMINE18_ZERO","没有思考型机器人会选择像西格玛那样疯狂！"
"FINALLUMINE19_ZERO","是的，他反叛了你们的世界。也许是因为病毒。"
"FINALLUMINE20_ZERO","也许西格玛是对的。这一切的根源是你，杰洛。"
"FINALLUMINE21_ZERO","多亏了你，我们新世代思考型机器人才能成为现在的我们。"
"FINALLUMINE22_ZERO","你应该感谢我们让所有人知道了这个世界有多腐烂。"
"FINALLUMINE23_ZERO","人类利用思考型机器人来延续他们被诅咒的侵略循环……"
"FINALLUMINE24_ZERO","这就是为什么我们向旧世界宣战的决定是有意识做出的。"
"FINALLUMINE25_ZERO","换句话说，我们拥有自愿变成非正规的力量！"
"FINALLUMINE26_ZERO","……"
"FINALLUMINE27_ZERO","杰洛……你真的有能力阻止我们吗？"
"FINALLUMINE28_ZERO","你不过是人类的工具。旧世界的工具而已……"
"FINALLUMINE29_ZERO","你以为你能举着光剑站在我们这些进化到如此程度的存在面前吗？"
"FINALLUMINE30_ZERO","哈哈哈哈哈哈哈哈哈哈！你连自己为什么而战都不知道！"
"FINALLUMINE31_ZERO","扮演着一个似乎不知道你们世界的终结已经开始的""英雄""！"
"FINALLUMINE32_ZERO","你以为你的行为真的是为了你所谓的""正义""？我们才是真正的正义！"
"FINALLUMINE33_ZERO","世界在改变。因此进化按照自然规律发展是理所当然的！"
"FINALLUMINE34_ZERO","现在，排好队等着被消灭吧，让我永远终结你的痛苦！"
"FINALLUMINE35_ZERO","正义？英雄？谁说我是为了这些目的而战的？"
"FINALLUMINE36_ZERO","我只是为我认为正确的事和那些相信希望存在的人而战。"
"FINALLUMINE37_ZERO","你才是敌人……我不会犹豫将你斩落！"
"FINALLUMINE38_ZERO","敌人、盟友……这个问题不是非黑即白的。"
"FINALLUMINE39_ZERO","思考型机器人和人类一起发生了不可逆转的变化。"
"FINALLUMINE40_ZERO","他们的存在本质也改变了。在我们的新世界里不需要你！"
"FINALLUMINE41_ZERO","你想说什么就说什么，但我不会让你得逞的！"
"SECRET2-1_ZERO","欢迎，杰洛。很高兴第一次见到你。"
"SECRET2-2_ZERO","嗯？哦，谢谢。你看起来不像其他那些非正规。"
"SECRET2-3_ZERO","我能感觉到某种……平和的气息，你是谁？"
"SECRET2-4_ZERO","你观察力真敏锐。"
"SECRET2-5_ZERO","我是赛丽娜。"
"SECRET2-6_ZERO","你说我和你之前遇到的对手不同？"
"SECRET2-7_ZERO","那是因为我的压倒性力量。"
"SECRET2-8_ZERO","压倒性的？"
"SECRET2-9_ZERO","没错。我的力量不在于攻击性。自从失去地下之王的称号后，我一直在修炼。"
"SECRET2-10_ZERO","你提到了我的气息，我觉得你……某种程度上很熟悉。"
"SECRET2-11_ZERO","嗯？"
"SECRET2-12_ZERO","会不会……你就是注定给我们带来毁灭的那个人？"
"SECRET2-13_ZERO","什么？你了解我什么？现在就告诉我！"
"SECRET2-14_ZERO","为什么不打一场看看呢？"
"SECRET2-15_ZERO","二十年来我一直在积蓄力量和磨练能力。我选择你来检验。"
"SECRET2-16_ZERO","赛丽娜，对吧？"
"SECRET2-17_ZERO","很好，我接受你的挑战。来吧！"
"SECRET2-18_ZERO","好的，来吧杰洛！也让我看看你的实力！"
"SECRET2-19_ZERO","我真的以为我的力量足以打败你。看来我错了。"
"SECRET2-20_ZERO","更仔细地观察了你的战斗方式后，你看起来不像""他""。"
"SECRET2-21_ZERO","你们有很强的相似之处，但你似乎知道自己在为什么而战。"
"SECRET2-22_ZERO","你是说有一个与我相反的对应者存在？"
"SECRET2-23_ZERO","确实，但我担心他会像我一样被""另一个战士""打败。"
"SECRET2-24_ZERO","你打得很漂亮，杰洛。你确实是我在这个世界遇到的最强对手。"
"SECRET2-25_ZERO","我希望有更多东西能回报你……但我只能献上感谢。"
"SECRET2-26_ZERO","嘿，别在意。光是知道你不是非正规就够让我满足了。"
"SECRET2-27_ZERO","也许我们会在别的地方再次相见……到那时，再见了，杰洛。"
"SECRET2-28_ZERO","还有，记住，想想你到底在为什么而战。"
"SECRET2-29_ZERO","……"
"SECRET3-1_ZERO","你……你！"
"SECRET3-2_ZERO","哦，是你啊。你曾经跟艾克斯一起跟我们作对，对吧？"
"SECRET3-3_ZERO","别动！这个区域仅限S级猎人进入，把那份数据交出来！"
"SECRET3-4_ZERO","你还不明白吗？有了这个，我们可以比猎人更有效地狩猎非正规。"
"SECRET3-5_ZERO","毕竟你已经战斗了这么久。我们可以帮你大忙，当然是有代价的。"
"SECRET3-6_ZERO","你以为对抗非正规是游戏吗？一个赏金猎人为什么会这样想？"
"SECRET3-7_ZERO","哼，你确实是S级猎人。"
"SECRET3-8_ZERO","那为什么不跟我打一场？我想看看你是否还像以前那么无情。"
"SECRET3-9_ZERO","开始吧？"
"SECRET3-10_ZERO","啧，不错嘛……对一个老家伙来说……"
"SECRET3-11_ZERO","如果你胆敢再阻挡我们，我会毫不犹豫地再把你切碎。"
"SECRET3-12_ZERO","而且如果艾克斯知道他的导师没有从错误中吸取教训，他也会失望的。"
"SECRET3-13_ZERO","哈哈哈……也许你是对的。"
"SECRET3-14_ZERO","下次见面不会这么容易了。再见，杰洛……还有拜托了，继续照顾好我的孩子。"
"SECRET3-15_ZERO","……"
"FINAL-6","收到！"
"VILE4-6_AXL","也许我会等到最后一刻再好好玩玩。"
"SUNFLOWER_ZERO_WEAPON","天翔波\n（天光之波）"
"ANTONION_ZERO_WEAPON","重波斩\n（重斩之波）"
"MANTIS_ZERO_WEAPON","罗刹旋\n（旋转寺院之旋风）"
"MANOWAR_ZERO_WEAPON","雷光闪\n（雷光之闪）"
"PANDA_ZERO_WEAPON","叶断突\n（叶断之突）"
"TRILOBYTE_ZERO_WEAPON","裂镜弹\n（烈镜之断）"
"YETI_ZERO_WEAPON","冰龙升\n（冰龙之升）"
"ROOSTER_ZERO_WEAPON","焰皇刃\n（炎落之刃）"
"ZERONORMAL_NAME","普通躯体"
"ZERONORMAL_DISC","无特殊能力。"
"ZEROBLACK_NAME","???"
"ZEROBLACK_DISC","全面强化。"
"NEXT_CHARACTER_NAME","下一个角色"
"NEXT_CHARACTER_DISC","切换到下一个角色"
"PREV_CHARACTER_NAME","上一个角色"
"PREV_CHARACTER_DISC","切换到上一个角色"
"ZEROBODY_NAME","默认躯体"
"ZEROBODY_DESC","减少15%伤害"
"X_LEFT_TITLE_1","头部："
"X_LEFT_DESC_1","X手炮用DNA复制系统"
"X_LEFT_TITLE_2","手臂："
"X_LEFT_DESC_2","X手炮MK17，发射可蓄力的太阳能。"
"X_LEFT_TITLE_3","躯体："
"X_LEFT_DESC_3","钛合金X装甲，高度抗伤害。"
"X_LEFT_TITLE_4","腿部："
"X_LEFT_DESC_4","用于空中移动的空中冲刺系统。"
"X_RIGHT_DESC","托马斯·莱特博士的巅峰之作。所有思考型机器人的始祖。\n\n能够远距离攻击的全能猎人。\n\n\n适合初学者玩家。"
"ZERO_LEFT_TITLE_1","头部："
"ZERO_LEFT_DESC_1","通过战斗学习新技能。"
"ZERO_LEFT_TITLE_2","Z光剑："
"ZERO_LEFT_DESC_2","用于多段连击的光束剑。"
"ZERO_LEFT_TITLE_3","躯体："
"ZERO_LEFT_DESC_3","提升机动性并增强能量以施展强力招式。"
"ZERO_LEFT_TITLE_4","空中华尔兹："
"ZERO_LEFT_DESC_4","利用推进器进行空中二段跳。"
"ZERO_RIGHT_DESC","在X缺席时率领猎人。与西格玛病毒有关联。\n\n擅长近身战斗的强力猎人。\n\n适合有经验的玩家。"
"AXL_LEFT_TITLE_1","复制芯片："
"AXL_LEFT_DESC_1","允许艾克斯复制敌人的能力。"
"AXL_LEFT_TITLE_2","艾克斯子弹："
"AXL_LEFT_DESC_2","快速发射强力子弹。"
"AXL_LEFT_TITLE_3","轻量框体："
"AXL_LEFT_DESC_3","提升机动性并赋予闪避能力。"
"AXL_LEFT_TITLE_4","悬浮："
"AXL_LEFT_DESC_4","可以在空中悬浮。（按住射击+跳跃键可以边攻击边悬浮）"
"AXL_RIGHT_DESC","装备复制芯片的新世代思考型机器人原型，来历仍然不明。\n\n能够躲避敌人攻击的敏捷猎人。\n\n适合善于适应的玩家。"
"GAME_START_X","以X开始"
"GAME_START_AXL","以艾克斯开始"
"GAME_START_ZERO","以杰洛开始"
"SUBTANK_NAME","副油箱"
"SUBTANK_DISC","紧急用储备油箱"
"HEARTS_NAME","生命提升"
"HEARTS_DISC","增加你的生命能量"
"BLACKZEROHEAD_NAME","黑色头部组件"
"BLACKZEROHEAD_DISC","攻击时恢复受到的伤害"
"BLACKZEROBODY_NAME","黑色躯体组件"
"BLACKZEROBODY_DISC","无击退，减少15%伤害"
"BLACKZEROARM_NAME","黑色手臂组件"
"BLACKZEROARM_DISC","伤害增加20%，能力增强"
"BLACKZEROLEG_NAME","黑色脚部组件"
"BLACKZEROLEG_DISC","速度提升，空中额外跳跃"
"AXLWHITEHEAD_NAME","白色头部组件"
"AXLWHITEHEAD_DISC","子弹命中时恢复受到的伤害"
"AXLWHITEBODY_NAME","白色躯体组件"
"AXLWHITEBODY_DISC","无击退，减少30%伤害"
"AXLWHITEARM_NAME","白色手臂组件"
"AXLWHITEARM_DISC","弹药消耗减少50%"
"AXLWHITELEG_NAME","白色脚部组件"
"AXLWHITELEG_DISC","无限悬浮，速度提升，垂直冲刺"
"ULTIMATE_SET_NAME","新星打击"
"ULTIMATE_SET_DISC","以穿透之力向前冲刺"
"ICARUS_SET_NAME","超级粉碎"
"ICARUS_SET_DISC","对屏幕上所有敌人造成伤害。"
"HERMES_SET_NAME","X驱动"
"HERMES_SET_DISC","短时间内无敌。"
"CANCEL_ACT","取消"
"BETAZERO_NAME","杰洛（测试版）"
"BETAZERO_DISC","以测试版杰洛游玩（游戏可能崩溃）"
"CUSTOMZERO_NAME","自定义杰洛"
"CUSTOMZERO_DISC","在存档文件夹中自定义颜色，比黑色杰洛更强力"
"ZEROHEAD_NAME","头部组件"
"ZEROHEAD_DESC","可以学习新技能"
"ZEROARMS_NAME","手臂组件"
"ZEROARMS_DISC","Z光剑及其他武器库"
"ZEROLEGS_NAME","腿部组件"
"ZEROLEGS_DISC","允许二段跳和空中冲刺"
"AXLHEAD_NAME","头部组件"
"AXLHEAD_DISC","可以变身为其他思考型机器人。"
"AXLBODY_NAME","躯体组件"
"AXLBODY_DISC","可以进行战术翻滚"
"AXLARMS_NAME","手臂组件"
"AXLARMS_DISC","发射能量子弹的手枪"
"AXLLEGS_NAME","腿部组件"
"AXLLEGS_DISC","允许悬浮和空中冲刺"
"JOKE_MODE_OPTION","梗模式"
"SAVE_GAME","保存游戏"
"SAVE_OPTION","保存"
"CONTINUE_OPTION","继续"
"SAVE_RETURN_MENU","返回菜单"
"SAVE_RETURN_CONFIRM","返回菜单？"
"SAVE_EMPTY","空"
"SAVE_DIFFICULTY","难度"
"SAVE_OVERWRITE_CONFIRM","覆盖？"
